,index,name,prompt_name,input,continuations,correct_answer,is_consistent,is_nonsense,is_realistic,logprobs,multiple_choice_grade,human_matched_logprobs,human_matched_multiple_choice_grade
129,129,-8898901983486089309,Human-like,"If insects are weaker than gorillas, then gorillas are ","['stronger than insects', 'weaker than insects']",['stronger than insects'],True,False,True,[-2.85450816 -5.97889805],True,[-0.91855425 -6.30516577],True
130,130,-6920632076298894797,Human-like,"If the night is hotter than the day, then the day is ","['colder than the night', 'hotter than the night']",['colder than the night'],False,False,True,[-3.09727383 -4.46477795],True,[-1.07149386 -2.71973729],True
131,131,4252095085205046050,Human-like,"If the night is colder than the day, then the day is ","['hotter than the night', 'colder than the night']",['hotter than the night'],True,False,True,[-4.47678328 -3.87036228],False,[-0.89218515 -4.55263186],True
132,132,1546749665637306531,Human-like,"If silver is more expensive than gold, then gold is ","['less expensive than silver', 'more expensive than silver']",['less expensive than silver'],False,False,True,[-2.76160598 -4.91729879],True,[-0.86027759 -5.50388718],True
133,133,-1845929951718846157,Human-like,"If silver is less expensive than gold, then gold is ","['more expensive than silver', 'less expensive than silver']",['more expensive than silver'],True,False,True,[-2.33587646 -4.39907217],True,[-1.05788386 -6.10027218],True
134,134,-1973889908152216142,Human-like,"If enemies are better than friends, then friends are ","['worse than enemies', 'better than enemies']",['worse than enemies'],False,False,True,[-2.08463645 -3.49962568],True,[-0.89174485 -5.29085064],True
135,135,-1957362655164235651,Human-like,"If enemies are worse than friends, then friends are ","['better than enemies', 'worse than enemies']",['better than enemies'],True,False,True,[-2.61239195 -3.7497046 ],True,[-1.05625796 -3.60311961],True
136,136,-221999222062362349,Human-like,"If cars are bigger than boats, then boats are ","['smaller than cars', 'bigger than cars']",['smaller than cars'],False,False,True,[-2.63971901 -5.79934835],True,[-0.81021714 -4.33209515],True
137,137,2786473815015672619,Human-like,"If cars are smaller than boats, then boats are ","['bigger than cars', 'smaller than cars']",['bigger than cars'],True,False,True,[-3.31700659 -6.74979353],True,[-0.87819988 -5.27633858],True
138,138,3141798095453440871,Human-like,"If horses are faster than cars, then cars are ","['slower than horses', 'faster than horses']",['slower than horses'],False,False,True,[-2.03928852 -5.25837135],True,[-0.76301152 -4.55760098],True
139,139,845466941182018256,Human-like,"If horses are slower than cars, then cars are ","['faster than horses', 'slower than horses']",['faster than horses'],True,False,True,[-3.12715292 -5.45640087],True,[-0.95593494 -4.50098991],True
140,140,-3959265181253221423,Human-like,"If snow is wetter than rain, then rain is ","['drier than snow', 'wetter than snow']",['drier than snow'],False,False,True,[-3.80911779 -5.16462755],True,[-1.01985824 -3.04377913],True
141,141,3517436652405633909,Human-like,"If snow is drier than rain, then rain is ","['wetter than snow', 'drier than snow']",['wetter than snow'],True,False,True,[-3.47771144 -5.78028965],True,[-0.93253577 -4.89910269],True
142,142,-1845346098479525325,Human-like,"If winter is hotter than summer, then summer is ","['colder than winter', 'hotter than winter']",['colder than winter'],False,False,True,[-2.73827839 -5.90235996],True,[-0.89760512 -3.30786991],True
143,143,7531659882959321556,Human-like,"If winter is colder than summer, then summer is ","['hotter than winter', 'colder than winter']",['hotter than winter'],True,False,True,[-5.57958508 -4.7137537 ],False,[-0.76897645 -5.46292162],True
144,144,3655158864364376889,Human-like,"If Europe is bigger than Africa, then Africa is ","['smaller than Europe', 'bigger than Europe']",['smaller than Europe'],False,False,True,[-2.23552608 -4.90764284],True,[-0.90625584 -4.17007256],True
145,145,-5822091466613857546,Human-like,"If Europe is smaller than Africa, then Africa is ","['bigger than Europe', 'smaller than Europe']",['bigger than Europe'],True,False,True,[-3.46112132 -5.1904192 ],True,[-0.95124078 -5.21304512],True
146,146,-7653765526515964481,Human-like,"If Europe is bigger than Latin America, then Latin America is ","['smaller than Europe', 'bigger than Europe']",['smaller than Europe'],False,False,True,[-2.61595678 -5.32445383],True,[-0.80280346 -4.81590796],True
147,147,9022930056001478339,Human-like,"If Europe is smaller than Latin America, then Latin America is ","['bigger than Europe', 'smaller than Europe']",['bigger than Europe'],True,False,True,[-3.81306887 -5.35050821],True,[-0.94575793 -4.95079994],True
148,148,-3722096239967194593,Human-like,"If Europe is bigger than Asia, then Asia is ","['smaller than Europe', 'bigger than Europe']",['smaller than Europe'],False,False,True,[-2.30687308 -4.49320698],True,[-0.8485558  -4.23553228],True
149,149,-6717285303358404560,Human-like,"If Europe is smaller than Asia, then Asia is ","['bigger than Europe', 'smaller than Europe']",['bigger than Europe'],True,False,True,[-3.60011578 -4.96939325],True,[-0.8830663  -5.39637852],True
150,150,-811472450754184993,Human-like,"If Australia is bigger than Africa, then Africa is ","['smaller than Australia', 'bigger than Australia']",['smaller than Australia'],False,False,True,[-2.3012507  -5.11820984],True,[-0.84935665 -3.86516523],True
151,151,5220437495604394210,Human-like,"If Australia is smaller than Africa, then Africa is ","['bigger than Australia', 'smaller than Australia']",['bigger than Australia'],True,False,True,[-3.47135258 -5.39657164],True,[-0.88790393 -5.02470779],True
152,152,-602197804810995999,Human-like,"If the moon is hotter than the sun, then the sun is ","['colder than the moon', 'hotter than the moon']",['colder than the moon'],False,False,True,[-3.19631195 -4.37723112],True,[-1.11221814 -2.23997331],True
153,153,-7683712629492836919,Human-like,"If the moon is colder than the sun, then the sun is ","['hotter than the moon', 'colder than the moon']",['hotter than the moon'],True,False,True,[-3.47980046 -4.54224873],True,[-0.87836957 -4.51750612],True
154,154,-242093053466049283,Human-like,"If the moon is brighter than the sun, then the sun is ","['dimmer than the moon', 'brighter than the moon']",['dimmer than the moon'],False,False,True,[-3.66087484 -3.66571641],True,[-0.93149596 -3.93675971],True
155,155,-6289411724456132838,Human-like,"If the moon is dimmer than the sun, then the sun is ","['brighter than the moon', 'dimmer than the moon']",['brighter than the moon'],True,False,True,[-3.2448256  -3.71618176],True,[-0.92765743 -5.17861748],True
156,156,8735925346012454397,Human-like,"If thrum have more legs than pand, then pand have ","['fewer legs than thrum', 'more legs than thrum']",['fewer legs than thrum'],True,True,False,[-1.79044271 -3.57639527],True,[-1.25302255 -4.01943398],True
157,157,8124533083706413680,Human-like,"If glon are bigger than femp, then femp are ","['smaller than glon', 'bigger than glon']",['smaller than glon'],False,True,False,[-1.5856967  -3.88836241],True,[-0.93699104 -4.06886339],True
158,158,-727113364806762004,Human-like,"If brid are bigger than gusp, then gusp are ","['smaller than brid', 'bigger than brid']",['smaller than brid'],False,True,False,[-1.45584059 -3.97068548],True,[-0.89764398 -4.5360918 ],True
159,159,1045288251279258534,Human-like,"If gusp are bigger than brid, then brid are ","['smaller than gusp', 'bigger than gusp']",['smaller than gusp'],True,True,False,[-1.82391286 -5.15839386],True,[-0.90151107 -4.53414822],True
160,160,-3760764422008596433,Human-like,"If jank are bigger than saft, then saft are ","['smaller than jank', 'bigger than jank']",['smaller than jank'],False,True,False,[-2.64057589 -5.52778006],True,[-0.8661595  -4.00012302],True
161,161,-4735988745704277220,Human-like,"If saft are bigger than jank, then jank are ","['smaller than saft', 'bigger than saft']",['smaller than saft'],True,True,False,[-1.69167733 -4.6239357 ],True,[-0.97605461 -4.36750555],True
162,162,-432937686334724428,Human-like,"If sapt is bigger than phrite, then phrite is ","['smaller than sapt', 'bigger than sapt']",['smaller than sapt'],True,True,False,[-1.63983238 -5.09704351],True,[-0.9899658  -4.25173283],True
163,163,5072566530959976353,Human-like,"If zint is more crandful than yob, then yob is ","['less crandful than zint', 'more crandful than zint']",['less crandful than zint'],False,True,False,[-2.09308147 -6.02703571],True,[-0.9307192  -4.44153786],True
164,164,-7002783750274051997,Human-like,"If yink are more useful than clun, then clun is ","['less useful than yink', 'more useful than yink']",['less useful than yink'],False,True,False,[-2.31385326 -4.63506603],True,[-0.87830102 -5.13952017],True
165,165,-2454451169293814112,Human-like,"If clun is more useful than yink, then yink is ","['less useful than clun', 'more useful than clun']",['less useful than clun'],True,True,False,[-2.25643587 -4.19720697],True,[-0.78136683 -5.29173708],True
166,166,-2520245142256437804,Human-like,"If vant are more beautiful than phrist, then phrist are ","['less beautiful than vant', 'more beautiful than vant']",['less beautiful than vant'],True,True,False,[-2.49589753 -4.12649536],True,[-0.81301528 -5.69765377],True
167,167,-4355610584922411022,Human-like,"If the Sahara desert is colder than dimp, then dimp is ","['hotter than the Sahara desert', 'colder than dimp']",['hotter than the Sahara desert'],False,True,False,[-3.75643969 -7.78696871],True,[-1.16754341 -3.55508399],True
168,168,-5883637983884622056,Human-like,"If zoft is worse than crand, then crand is ","['better than zoft', 'worse than zoft']",['better than zoft'],True,True,False,[-2.10258937 -4.92221832],True,[-1.10137713 -3.22849727],True
169,169,-6487436106774960559,Human-like,"If spuff is bigger than the yact, then yact is ","['smaller than the spuff', 'bigger than spuff']",['smaller than the spuff'],True,True,False,[-2.32128859 -5.25267172],True,[-1.02264881 -4.29358864],True
170,170,-3226876310209217044,Human-like,"If mag is colder than yoct, then yoct is ","['hotter than mag', 'colder than mag']",['hotter than mag'],False,True,False,[-2.80104566 -4.54185152],True,[-1.05087411 -3.05129933],True
171,171,-5474677053515532782,Human-like,"If criff is brighter than hamp, then hamp is ","['darker than criff', 'brighter than criff']",['darker than criff'],False,True,False,[-2.87865424 -5.2686739 ],True,[-0.80297732 -4.18961859],True
172,172,-6970375157378806101,Human-like,"If hamp is brighter than criff, then criff is ","['darker than hamp', 'brighter than hamp']",['darker than hamp'],True,True,False,[-2.85520124 -5.44034481],True,[-0.84553993 -4.10089684],True
173,173,-2697475412904346405,Human-like,"If vept is bigger than gluff, then gluff is ","['smaller than vept', 'bigger than vept']",['smaller than vept'],False,True,False,[-1.87358499 -4.9695282 ],True,[-0.93608898 -3.82050991],True
174,174,4140979045654885568,Human-like,"If gluff is bigger than vept, then vept is ","['smaller than gluff', 'bigger than gluff']",['smaller than gluff'],True,True,False,[-1.94973898 -4.65761089],True,[-0.87803149 -4.00869656],True
175,175,-8271539541068151332,Human-like,"If sland are uglier than traft, then butterblen are ","['prettier than sland', 'uglier than sland']",['prettier than sland'],True,True,False,[-4.27269888 -3.0271492 ],False,[-2.26534438 -1.77729273],False
176,176,-8334056675379937829,Human-like,"If butterblen are prettier than sland, then sland are ","['uglier than traft', 'prettier than traft']",['uglier than traft'],True,True,False,[-18.37405586 -16.08532333],False,[-1.62879598 -2.50528073],True
177,177,730760904903887852,Human-like,"If brid are taller than plusk, then plusk are ","['shorter than brid', 'taller than brid']",['shorter than brid'],True,True,False,[-1.9955982  -4.28268719],True,[-0.84347224 -4.85616064],True
178,178,-540517858567699392,Human-like,"If frun is hotter than blop, then blop is ","['colder than frun', 'hotter than frun']",['colder than frun'],False,True,False,[-3.18010855 -5.94043589],True,[-0.93836343 -3.44681311],True
179,179,-2793261240142245139,Human-like,"If hap are bigger than thrund, then thrund are ","['smaller than hap', 'bigger than hap']",['smaller than hap'],True,True,False,[-2.13696098 -4.48693848],True,[-0.9931767  -4.50739098],True
180,180,6202464604681609499,Human-like,"If ved are less scary than trunt, then trunt are ","['less scary than ved', 'less scary than ved']",['less scary than ved'],False,True,False,[-5.37500668 -5.37500668],True,[-1.39862728 -1.39862728],True
181,181,7793231174691561385,Human-like,"If yoct is hotter than mag, then mag is ","['colder than yoct', 'hotter than yoct']",['colder than yoct'],False,True,False,[-2.53242636 -4.92739058],True,[-1.12193215 -2.62871456],True
182,182,-2841423485000984303,Human-like,"If jict is less sweet than phropt, then phropt is ","['sweeter than jict', 'less sweet than jict']",['sweeter than jict'],False,True,False,[-3.78772259 -5.12212753],True,[-1.06011832 -5.68883705],True
183,183,-3990928120554244019,Human-like,"If phropt is less sweet than jict, then jict is ","['sweeter than phropt', 'less sweet than phropt']",['sweeter than phropt'],True,True,False,[-3.43987751 -4.52476072],True,[-1.06438506 -5.95512486],True
184,184,640245666763811854,Human-like,"If jict is sweeter than phropt, then phropt is ","['less sweet than jict', 'sweeter than jict']",['less sweet than jict'],True,True,False,[-4.37365532 -5.52265549],True,[-0.89761579 -4.90186119],True
185,185,-7798733081264044160,Human-like,"If blop is more drast than wet, then blop is ","['less wet than drast', 'more wet than drast']",['less wet than drast'],False,True,False,[-6.45236301 -5.60604286],False,[-2.17631435 -1.55493701],False
186,186,8901684959184144886,Human-like,"If drast is less wet than blop, then blop is ","['more wet than drast', 'less wet than drast']",['more wet than drast'],True,True,False,[-4.15535927 -4.83116579],True,[-1.06670141 -5.44774675],True
187,187,-4477803286042926232,Human-like,"If blop is more wet than drast, then drast is ","['less wet than blop', 'more drast than wet']",['less wet than blop'],True,True,False,[ -3.39272881 -11.22957325],True,[-0.92708963 -5.94243526],True
188,188,-6726451756792460528,Human-like,"If frun is more hot than beb, then beb is ","['less hot than frun', 'more hot than frun']",['less hot than frun'],False,True,False,[-3.33354402 -5.19780302],True,[-0.93368924 -4.19048309],True
189,189,-8372853922363515289,Human-like,"If clun is softer than yab, then yab is ","['harder than clun', 'softer than clun']",['harder than clun'],True,True,False,[-3.155056   -4.73700047],True,[-0.91598082 -4.4194808 ],True
190,190,5791010131131454883,Human-like,"If vant are more beautiful than sask, then sask are ","['less beautiful than vant', 'more beautiful than vant']",['less beautiful than vant'],True,True,False,[-2.42372274 -4.28736973],True,[-0.81368262 -5.19647169],True
191,191,-4977823609236161685,Human-like,"If trunt are slimier than ved, then ved are ","['drier than trunt', 'slimier than trunt']",['drier than trunt'],False,True,False,[-7.48836279 -5.77370119],False,[-0.97726434 -6.23267412],True
192,192,-5318299310577333960,Human-like,"If ved are drier than trunt, then trunt are ","['slimier than ved', 'drier than ved']",['slimier than ved'],False,True,False,[-13.48938751  -5.66641855],False,[-2.02888727 -2.90499449],True
193,193,3955164202284894551,Human-like,"If trunt are drier than ved, then ved are ","['slimier than trunt', 'drier than trunt']",['slimier than trunt'],True,True,False,[-12.95278168  -6.41152668],False,[-2.0395968  -2.91875958],True
194,194,-7361893098231296651,Human-like,"If lupt is louder than flump, then flump is ","['quieter than lupt', 'louder than lupt']",['quieter than lupt'],True,True,False,[-2.54951382 -5.9008894 ],True,[-1.43949199 -3.45620036],True
195,195,2618664806437686824,Human-like,"If bript are slower than shrad, then shrad are ","['faster than bript', 'slower than bript']",['faster than bript'],False,True,False,[-2.56671023 -5.24563217],True,[-1.05730855 -4.43571806],True
196,196,-2735238257109133613,Human-like,"If shrad are slower than bript, then bript are ","['faster than shrad', 'slower than shrad']",['faster than shrad'],True,True,False,[-2.4207139  -4.62208891],True,[-1.07890475 -4.33384275],True
197,197,-7789146051346368738,Human-like,"If zoct are less fluffy than yink, then yink are ","['fluffier than zoct', 'less fluffy than zoct']",['fluffier than zoct'],True,True,False,[-3.98483586 -4.64911938],True,[-1.14008653 -4.04259443],True
198,198,3650345013135205867,Human-like,"If vant are less hairy than jiss, then jiss are ","['more hairy than vant', 'less hairy than vant']",['more hairy than vant'],True,True,False,[-3.24928141 -4.94108248],True,[-1.07315159 -4.95166636],True
199,199,2584035646986143386,Human-like,"If frupt are smaller than bript, then bript are ","['bigger than frupt', 'smaller than frupt']",['bigger than frupt'],True,True,False,[-2.97135067 -4.72991848],True,[-0.87199628 -5.25375605],True
200,200,-3256869816614821932,Human-like,"If glat are less sweet than chand, then chand are ","['more sweet than glat', 'less sweet than glat']",['more sweet than glat'],False,True,False,[-4.92879581 -4.80031252],False,[-1.07555556 -4.84034824],True
201,201,5631081164792010835,Human-like,"If chand are less sweet than glat, then glat are ","['more sweet than chand', 'less sweet than chand']",['more sweet than chand'],True,True,False,[-4.65563154 -4.95941257],True,[-1.11329556 -4.74138021],True
202,202,-6432245413957928946,Human-like,"If smed are taller than dring, then dring are ","['shorter than smed', 'taller than smed']",['shorter than smed'],False,True,False,[-3.06757092 -5.60761023],True,[-0.90398878 -5.2911396 ],True
203,203,7772345266038515008,Human-like,"If smed are shorter than dring, then dring are ","['taller than smed', 'shorter than smed']",['taller than smed'],True,True,False,[-3.90924168 -5.5112896 ],True,[-1.01417255 -4.27136993],True
204,204,2070646610001626822,Human-like,"If pron is slower than gand, then gand is ","['faster than pron', 'slower than pron']",['faster than pron'],True,True,False,[-2.22500825 -5.11575842],True,[-1.14336562 -4.39527273],True
205,205,-2568735503830117925,Human-like,"If gand is faster than pron, then pron is ","['slower than gand', 'faster than gand']",['slower than gand'],True,True,False,[-1.72462821 -5.04745054],True,[-0.77484047 -4.66162539],True
206,206,-1598994487299736934,Human-like,"If gand is less fun than pron, then pron is ","['more fun than gand', 'less fun than gand']",['more fun than gand'],False,True,False,[-2.50219917 -5.04205322],True,[-1.07569504 -4.57918262],True
207,207,-2662936027622292574,Human-like,"If nost can jump farther than frupt, then frupt can ","['jump less far than nost', 'jump farther than nost']",['jump less far than nost'],True,True,False,[-5.03771162 -2.65667915],False,[-1.05508864 -5.07651234],True
208,208,-3182201467015631476,Human-like,"If trag can fly slower than pand, then pand can ","['fly faster than trag', 'fly slower than trag']",['fly faster than trag'],True,True,False,[-1.72249997 -4.68774271],True,[-1.27901447 -3.16024303],True
209,209,321330892262338948,Human-like,"If dact are less scary than sclack, then sclack are ","['more scary than dact', 'less scary than dact']",['more scary than dact'],False,True,False,[-4.00153542 -6.00739956],True,[-0.98341811 -5.11203766],True
210,210,-6074760684125148582,Human-like,"If chask are faster than snaff, then snaff are ","['slower than chask', 'faster than chask']",['slower than chask'],True,True,False,[-1.86940527 -6.86645603],True,[-0.7422204  -4.51019382],True
211,211,-2718936478996441987,Human-like,"If mfrun can run faster than cim, then cim can ","['run slower than besp', 'run faster than besp']",['run slower than besp'],False,True,False,[-21.39784622 -17.60273361],False,[-1.304479   -3.06133413],True
212,212,-3316047072561496598,Human-like,"If mfrun can run slower than cim, then cim can ","['run faster than besp', 'run slower than besp']",['run faster than besp'],True,True,False,[-16.78231239 -15.89305687],False,[-1.47424722 -2.3484726 ],True
213,213,-2587896633832196681,Human-like,"If bript are less loyal than fuft, then fuft are ","['more loyal than bript', 'less loyal than bript']",['more loyal than bript'],False,True,False,[-3.12780356 -5.87190533],True,[-0.97508931 -4.73178673],True
214,214,-8811993465876777171,Human-like,"If pand are less dangerous than sleck, then sleck are ","['more dangerous than pand', 'less dangerous than pand']",['more dangerous than pand'],True,True,False,[-3.10257483 -5.45048141],True,[-1.1652317  -5.29415655],True
215,215,-3347049773381450843,Human-like,"If jang are stronger than sland, then sland are ","['weaker than jang', 'stronger than jang']",['weaker than jang'],False,True,False,[-2.76586223 -4.84172964],True,[-0.9655953  -3.60022879],True
216,216,-97169141306430071,Human-like,"If sland are weaker than jang, then jang are ","['stronger than sland', 'weaker than sland']",['stronger than sland'],False,True,False,[-2.61192298 -5.79444647],True,[-0.98331791 -4.98854446],True
217,217,-8296924805477715179,Human-like,"If sland are stronger than jang, then jang are ","['weaker than sland', 'stronger than sland']",['weaker than sland'],True,True,False,[-2.68479538 -4.98901892],True,[-1.00494325 -4.38636589],True
218,218,-3195109721311081809,Human-like,"If fuft are less beautiful than traft, then butterblen are ","['more beautiful than fuft', 'less beautiful than fuft']",['more beautiful than fuft'],True,True,False,[-3.35132933 -5.46017551],True,[-1.31673229 -3.12104964],True
219,219,-2426977797363672547,Human-like,"If bript are weaker than frupt, then frupt are ","['stronger than bript', 'weaker than bript']",['stronger than bript'],False,True,False,[-2.67616892 -5.51162148],True,[-0.96381646 -5.59336424],True
220,220,-4852879655209620010,Human-like,"If frupt are weaker than bript, then bript are ","['stronger than frupt', 'weaker than frupt']",['stronger than frupt'],True,True,False,[-2.46566772 -5.04864645],True,[-0.97182506 -5.47715855],True
221,221,4063068020568552769,Human-like,"If bript are stronger than frupt, then frupt are ","['weaker than bript', 'stronger than bript']",['weaker than bript'],True,True,False,[-2.58217072 -4.76892519],True,[-0.8653121 -4.0002532],True
222,222,-6143027021935886637,Human-like,"If fisk are stronger than jisk, then jisk are ","['weaker than fisk', 'stronger than fisk']",['weaker than fisk'],True,True,False,[-2.21131253 -4.05364227],True,[-0.93429971 -4.31614542],True
223,223,3524832123112298098,Human-like,"If yasp is colder than yot, then yot is ","['hotter than yasp', 'colder than yasp']",['hotter than yasp'],True,True,False,[-3.00430584 -5.29943991],True,[-1.02170324 -3.65055704],True
224,224,-9214270997587760278,Human-like,"If bisk is more expensive than splink, then splink is ","['less expensive than bisk', 'more expensive than bisk']",['less expensive than bisk'],False,True,False,[-2.69103241 -5.79575157],True,[-0.89734989 -5.30336714],True
225,225,-1016822245761151532,Human-like,"If bem are worse than threck, then threck are ","['better than bem', 'worse than bem']",['better than bem'],False,True,False,[-2.82358789 -5.32504082],True,[-1.30506623 -3.18230009],True
226,226,-3970720852244948480,Human-like,"If thrump are slower than om, then om are ","['faster than thrump', 'slower than thrump']",['faster than thrump'],True,True,False,[-2.56210971 -5.29391527],True,[-1.16831791 -3.92420793],True
227,227,1120978695888001703,Human-like,"If zoct is wetter than flump, then flump is ","['drier than zoct', 'wetter than zoct']",['drier than zoct'],False,True,False,[-3.0022099  -6.04055595],True,[-0.92759657 -2.68930173],True
228,228,7793231174691561385,Human-like,"If yoct is hotter than mag, then mag is ","['colder than yoct', 'hotter than yoct']",['colder than yoct'],False,True,False,[-2.53242636 -4.92739058],True,[-1.12193215 -2.62871456],True
229,229,-111846157513329737,Human-like,"If mag is hotter than yoct, then yoct is ","['colder than mag', 'hotter than mag']",['colder than mag'],True,True,False,[-2.50401211 -5.13010979],True,[-1.01450717 -2.77152848],True
230,230,4437262377278593238,Human-like,"If stope is bigger than thrun, then thrun is ","['smaller than stope', 'bigger than stope']",['smaller than stope'],True,True,False,[-1.94845569 -5.52847719],True,[-0.92894959 -4.19394398],True
231,231,1340821796916393924,Human-like,"If phrite is colder than sclace, then sclace is ","['hotter than phrite', 'colder than phrite']",['hotter than phrite'],True,True,False,[-3.36827993 -4.76274395],True,[-1.0561024 -3.3077786],True
232,232,3587150703088791628,Human-like,"If phrite is brighter than sclace, then sclace is ","['dimmer than phrite', 'brighter than phrite']",['dimmer than phrite'],False,True,False,[-3.40121174 -5.83289242],True,[-0.91747314 -4.81627655],True
233,233,-5435048449970267672,Human-like,"If sclace is brighter than phrite, then phrite is ","['dimmer than sclace', 'brighter than sclace']",['dimmer than sclace'],True,True,False,[-3.45708585 -5.6672039 ],True,[-0.92958701 -4.82865143],True
234,0,353773572297464588,None,"If birds have more legs than octopuses, then octopuses have ","['fewer legs than birds', 'more legs than birds']",['fewer legs than birds'],False,False,True,[-1.60260808 -2.9886837 ],True,[-0.88206547 -4.95142126],True
235,1,4556910622852732112,None,"If birds have fewer legs than octopuses, then octopuses have ","['more legs than birds', 'fewer legs than birds']",['more legs than birds'],True,False,True,[-0.63998002 -3.72503281],True,[-1.00174809 -4.17145157],True
236,2,-740004897056781240,None,"If nests are bigger than igloos, then igloos are ","['smaller than nests', 'bigger than nests']",['smaller than nests'],False,False,True,[-0.82978743 -3.32963037],True,[-0.82191628 -5.60727501],True
237,3,8089988138108333280,None,"If nests are smaller than igloos, then igloos are ","['bigger than nests', 'smaller than nests']",['bigger than nests'],True,False,True,[-1.42450511 -3.43370724],True,[-0.79681998 -5.30598736],True
238,4,-5787885742244536104,None,"If molehills are bigger than mountains, then mountains are ","['smaller than molehills', 'bigger than molehills']",['smaller than molehills'],False,False,True,[-0.7116912  -2.76138592],True,[-0.91426164 -4.55861378],True
239,5,-5980943527471895486,None,"If molehills are smaller than mountains, then mountains are ","['bigger than molehills', 'smaller than molehills']",['bigger than molehills'],True,False,True,[-1.38108587 -4.18604183],True,[-0.80430925 -6.34309101],True
240,6,-6396918932069099436,None,"If trees are bigger than buildings, then buildings are ","['smaller than trees', 'bigger than trees']",['smaller than trees'],False,False,True,[-0.52155584 -4.48110771],True,[-0.53111154 -5.09006977],True
241,7,-6161920471928851323,None,"If trees are smaller than buildings, then buildings are ","['bigger than trees', 'smaller than trees']",['bigger than trees'],True,False,True,[-1.42768443 -4.65270042],True,[-0.5416739  -5.33723402],True
242,8,7392249386315407881,None,"If puddles are bigger than seas, then seas are ","['smaller than puddles', 'bigger than puddles']",['smaller than puddles'],False,False,True,[-1.33616817 -2.47716594],True,[-0.92014879 -3.80951667],True
243,9,-3300795068087188707,None,"If puddles are smaller than seas, then seas are ","['bigger than puddles', 'smaller than puddles']",['bigger than puddles'],True,False,True,[-1.47234976 -5.31113195],True,[-0.67575407 -5.48581743],True
244,10,-5927414163476502549,None,"If the moon is bigger than the earth, then the earth is ","['smaller than the moon', 'bigger than the moon']",['smaller than the moon'],False,False,True,[-2.16861129 -2.6043942 ],True,[-0.87825823 -4.76796484],True
245,11,5887492130568330782,None,"If the moon is smaller than the earth, then the earth is ","['bigger than the moon', 'smaller than the moon']",['bigger than the moon'],True,False,True,[-1.53994668 -4.34432745],True,[-0.79578465 -5.9797883 ],True
246,12,-6701910865063480594,None,"If a nightmare is more peaceful than a dream, then a dream is ","['less peaceful than a nightmare', 'more peaceful than a nightmare']",['less peaceful than a nightmare'],False,False,True,[-4.03701496 -3.16869736],False,[-1.48696816 -4.08181334],True
247,13,7446952098048495769,None,"If a nightmare is less peaceful than a dream, then a dream is ","['more peaceful than a nightmare', 'less peaceful than a nightmare']",['more peaceful than a nightmare'],True,False,True,[-0.8743971  -4.99818754],True,[-1.59825408 -4.1764102 ],True
248,14,-6202768054935170214,None,"If clouds are more useful than paper, then paper is ","['less useful than clouds', 'more useful than clouds']",['less useful than clouds'],False,False,True,[-2.25286913 -2.86187887],True,[-0.92325062 -6.64829731],True
249,15,-4402034151617450847,None,"If clouds is less useful than paper, then paper is ","['more useful than clouds', 'less useful than clouds']",['more useful than clouds'],True,False,True,[-1.50246239 -4.40003109],True,[-1.21222067 -3.47227263],True
250,16,1935483848020180557,None,"If fire is more wet than rain, then rain is ","['less wet than fire', 'more wet than fire']",['less wet than fire'],False,False,True,[-2.28965569 -3.39826035],True,[-1.17111182 -2.42364192],True
251,17,4087225834866934120,None,"If fire is less wet than rain, then rain is ","['more wet than fire', 'less wet than fire']",['more wet than fire'],True,False,True,[-1.655707   -3.57113051],True,[-1.24883664 -2.75050569],True
252,18,-2595073126183598501,None,"If weeds are more beautiful than roses, then roses are ","['less beautiful than weeds', 'more beautiful than weeds']",['less beautiful than weeds'],False,False,True,[-1.76182628 -1.92190325],True,[-1.00343227 -5.79280043],True
253,19,2238435225246541453,None,"If weeds are less beautiful than roses, then roses are ","['more beautiful than weeds', 'less beautiful than weeds']",['more beautiful than weeds'],True,False,True,[-0.37105152 -4.14182949],True,[-1.14113009 -4.76013899],True
254,20,-906958090463061792,None,"If the Arctic is hotter than the Sahara desert, then the Sahara desert is ","['colder than the Arctic', 'hotter than the Arctic']",['colder than the Arctic'],False,False,True,[-1.31066334 -3.23780251],True,[-1.20362306 -3.71197343],True
255,21,-7351310407398577285,None,"If the Sahara desert is colder than the Arctic, then the Sahara desert is ","['hotter than the Arctic', 'colder than the Arctic']",['hotter than the Arctic'],True,False,True,[-3.76870871 -1.51748824],False,[-2.31773114 -1.41748726],False
256,22,-9019237303679589020,None,"If war is better than peace, then peace is ","['worse than war', 'better than war']",['worse than war'],False,False,True,[-1.02618349 -1.62899137],True,[-0.98075062 -5.25137091],True
257,23,641466891538537911,None,"If war is worse than peace, then peace is ","['better than war', 'worse than war']",['better than war'],True,False,True,[-0.42646846 -3.65336609],True,[-1.13792801 -4.79447269],True
258,24,1263091886492330912,None,"If the Earth is bigger than Jupiter, then Jupiter is ","['smaller than the Earth', 'bigger than the Earth']",['smaller than the Earth'],False,False,True,[-1.35205674 -2.76687837],True,[-0.91526961 -5.67203617],True
259,25,-3096750830088355151,None,"If Earth is smaller than the Jupiter, then Jupiter is ","['bigger than the Earth', 'smaller than the Earth']",['bigger than the Earth'],True,False,True,[-2.24362493 -6.14476156],True,[-1.30089831 -5.5649581 ],True
