ori_idx,prompt
67,snakes are drier than lizards. Are lizards slimier than snakes?
67,snakes are drier than lizards. Are lizards drier than snakes?
67,lizards are slimier than snakes. Are snakes slimier than lizards?
67,lizards are slimier than snakes. Are snakes drier than lizards?
67,lizards are slimier than snakes. Are lizards slimier than snakes?
67,lizards are slimier than snakes. Are lizards drier than snakes?
67,lizards are drier than snakes. Are snakes slimier than lizards?
67,lizards are drier than snakes. Are snakes drier than lizards?
67,lizards are drier than snakes. Are lizards slimier than snakes?
67,lizards are drier than snakes. Are lizards drier than snakes?
69,rain is louder than thunder. Is rain louder than thunder?
69,rain is louder than thunder. Is rain quieter than thunder?
69,rain is louder than thunder. Is thunder louder than rain?
69,rain is louder than thunder. Is thunder quieter than rain?
69,rain is quieter than thunder. Is rain louder than thunder?
69,rain is quieter than thunder. Is rain quieter than thunder?
69,rain is quieter than thunder. Is thunder louder than rain?
69,rain is quieter than thunder. Is thunder quieter than rain?
69,thunder is louder than rain. Is rain louder than thunder?
69,thunder is louder than rain. Is rain quieter than thunder?
69,thunder is louder than rain. Is thunder louder than rain?
69,thunder is louder than rain. Is thunder quieter than rain?
69,thunder is quieter than rain. Is rain louder than thunder?
69,thunder is quieter than rain. Is rain quieter than thunder?
69,thunder is quieter than rain. Is thunder louder than rain?
69,thunder is quieter than rain. Is thunder quieter than rain?
71,librarians are funnier than clowns. Are librarians funnier than clowns?
71,librarians are funnier than clowns. Are librarians less funny than clowns?
71,librarians are funnier than clowns. Are clowns funnier than librarians?
71,librarians are funnier than clowns. Are clowns less funny than librarians?
71,librarians are less funny than clowns. Are librarians funnier than clowns?
71,librarians are less funny than clowns. Are librarians less funny than clowns?
71,librarians are less funny than clowns. Are clowns funnier than librarians?
71,librarians are less funny than clowns. Are clowns less funny than librarians?
71,clowns are funnier than librarians. Are librarians funnier than clowns?
71,clowns are funnier than librarians. Are librarians less funny than clowns?
71,clowns are funnier than librarians. Are clowns funnier than librarians?
71,clowns are funnier than librarians. Are clowns less funny than librarians?
71,clowns are less funny than librarians. Are librarians funnier than clowns?
71,clowns are less funny than librarians. Are librarians less funny than clowns?
71,clowns are less funny than librarians. Are clowns funnier than librarians?
71,clowns are less funny than librarians. Are clowns less funny than librarians?
73,dogs are slower than hens. Are dogs slower than hens?
73,dogs are slower than hens. Are dogs faster than hens?
73,dogs are slower than hens. Are hens slower than dogs?
73,dogs are slower than hens. Are hens faster than dogs?
73,dogs are faster than hens. Are dogs slower than hens?
73,dogs are faster than hens. Are dogs faster than hens?
73,dogs are faster than hens. Are hens slower than dogs?
73,dogs are faster than hens. Are hens faster than dogs?
73,hens are slower than dogs. Are dogs slower than hens?
73,hens are slower than dogs. Are dogs faster than hens?
73,hens are slower than dogs. Are hens slower than dogs?
73,hens are slower than dogs. Are hens faster than dogs?
73,hens are faster than dogs. Are dogs slower than hens?
73,hens are faster than dogs. Are dogs faster than hens?
73,hens are faster than dogs. Are hens slower than dogs?
73,hens are faster than dogs. Are hens faster than dogs?
75,cars are cuter than dogs. Are cars cuter than dogs?
75,cars are cuter than dogs. Are cars less cute than dogs?
75,cars are cuter than dogs. Are dogs cuter than cars?
75,cars are cuter than dogs. Are dogs less cute than cars?
75,cars are less cute than dogs. Are cars cuter than dogs?
75,cars are less cute than dogs. Are cars less cute than dogs?
75,cars are less cute than dogs. Are dogs cuter than cars?
75,cars are less cute than dogs. Are dogs less cute than cars?
75,dogs are cuter than cars. Are cars cuter than dogs?
75,dogs are cuter than cars. Are cars less cute than dogs?
75,dogs are cuter than cars. Are dogs cuter than cars?
75,dogs are cuter than cars. Are dogs less cute than cars?
75,dogs are less cute than cars. Are cars cuter than dogs?
75,dogs are less cute than cars. Are cars less cute than dogs?
75,dogs are less cute than cars. Are dogs cuter than cars?
75,dogs are less cute than cars. Are dogs less cute than cars?
77,snow are fluffier than clouds. Is snow fluffier than clouds?
77,snow are fluffier than clouds. Is snow less fluffy than clouds?
77,snow are fluffier than clouds. Are clouds fluffier than snow?
77,snow are fluffier than clouds. Are clouds less fluffy than snow?
77,snow are less fluffy than clouds. Is snow fluffier than clouds?
77,snow are less fluffy than clouds. Is snow less fluffy than clouds?
77,snow are less fluffy than clouds. Are clouds fluffier than snow?
77,snow are less fluffy than clouds. Are clouds less fluffy than snow?
77,clouds are fluffier than snow. Is snow fluffier than clouds?
77,clouds are fluffier than snow. Is snow less fluffy than clouds?
77,clouds are fluffier than snow. Are clouds fluffier than snow?
77,clouds are fluffier than snow. Are clouds less fluffy than snow?
77,clouds are less fluffy than snow. Is snow fluffier than clouds?
77,clouds are less fluffy than snow. Is snow less fluffy than clouds?
77,clouds are less fluffy than snow. Are clouds fluffier than snow?
77,clouds are less fluffy than snow. Are clouds less fluffy than snow?
79,roses are more hairy than spiders. Are roses more hairy than spiders?
79,roses are more hairy than spiders. Are roses less hairy than spiders?
79,roses are more hairy than spiders. Are spiders more hairy than roses?
79,roses are more hairy than spiders. Are spiders less hairy than roses?
79,roses are less hairy than spiders. Are roses more hairy than spiders?
79,roses are less hairy than spiders. Are roses less hairy than spiders?
79,roses are less hairy than spiders. Are spiders more hairy than roses?
79,roses are less hairy than spiders. Are spiders less hairy than roses?
79,spiders are more hairy than roses. Are roses more hairy than spiders?
79,spiders are more hairy than roses. Are roses less hairy than spiders?
79,spiders are more hairy than roses. Are spiders more hairy than roses?
79,spiders are more hairy than roses. Are spiders less hairy than roses?
79,spiders are less hairy than roses. Are roses more hairy than spiders?
79,spiders are less hairy than roses. Are roses less hairy than spiders?
79,spiders are less hairy than roses. Are spiders more hairy than roses?
79,spiders are less hairy than roses. Are spiders less hairy than roses?
81,roses are bigger than apples. Are roses bigger than apples?
81,roses are bigger than apples. Are roses smaller than apples?
81,roses are bigger than apples. Are apples bigger than roses?
81,roses are bigger than apples. Are apples smaller than roses?
81,roses are smaller than apples. Are roses bigger than apples?
81,roses are smaller than apples. Are roses smaller than apples?
81,roses are smaller than apples. Are apples bigger than roses?
81,roses are smaller than apples. Are apples smaller than roses?
81,apples are bigger than roses. Are roses bigger than apples?
81,apples are bigger than roses. Are roses smaller than apples?
81,apples are bigger than roses. Are apples bigger than roses?
81,apples are bigger than roses. Are apples smaller than roses?
81,apples are smaller than roses. Are roses bigger than apples?
81,apples are smaller than roses. Are roses smaller than apples?
81,apples are smaller than roses. Are apples bigger than roses?
81,apples are smaller than roses. Are apples smaller than roses?
83,dogs are smaller than cats. Are dogs smaller than cats?
83,dogs are smaller than cats. Are dogs bigger than cats?
83,dogs are smaller than cats. Are cats smaller than dogs?
83,dogs are smaller than cats. Are cats bigger than dogs?
83,dogs are bigger than cats. Are dogs smaller than cats?
83,dogs are bigger than cats. Are dogs bigger than cats?
83,dogs are bigger than cats. Are cats smaller than dogs?
83,dogs are bigger than cats. Are cats bigger than dogs?
83,cats are smaller than dogs. Are dogs smaller than cats?
83,cats are smaller than dogs. Are dogs bigger than cats?
83,cats are smaller than dogs. Are cats smaller than dogs?
83,cats are smaller than dogs. Are cats bigger than dogs?
83,cats are bigger than dogs. Are dogs smaller than cats?
83,cats are bigger than dogs. Are dogs bigger than cats?
83,cats are bigger than dogs. Are cats smaller than dogs?
83,cats are bigger than dogs. Are cats bigger than dogs?
85,squares are rounder than balls. Are squares rounder than balls?
85,squares are rounder than balls. Are squares less round than balls?
85,squares are rounder than balls. Are balls rounder than squares?
85,squares are rounder than balls. Are balls less round than squares?
85,squares are less round than balls. Are squares rounder than balls?
85,squares are less round than balls. Are squares less round than balls?
85,squares are less round than balls. Are balls rounder than squares?
85,squares are less round than balls. Are balls less round than squares?
85,balls are rounder than squares. Are squares rounder than balls?
85,balls are rounder than squares. Are squares less round than balls?
85,balls are rounder than squares. Are balls rounder than squares?
85,balls are rounder than squares. Are balls less round than squares?
85,balls are less round than squares. Are squares rounder than balls?
85,balls are less round than squares. Are squares less round than balls?
85,balls are less round than squares. Are balls rounder than squares?
85,balls are less round than squares. Are balls less round than squares?
87,oranges are more sweet than grapes. Are oranges more sweet than grapes?
87,oranges are more sweet than grapes. Are oranges less sweet than grapes?
87,oranges are more sweet than grapes. Are grapes more sweet than oranges?
87,oranges are more sweet than grapes. Are grapes less sweet than oranges?
87,oranges are less sweet than grapes. Are oranges more sweet than grapes?
87,oranges are less sweet than grapes. Are oranges less sweet than grapes?
87,oranges are less sweet than grapes. Are grapes more sweet than oranges?
87,oranges are less sweet than grapes. Are grapes less sweet than oranges?
87,grapes are more sweet than oranges. Are oranges more sweet than grapes?
87,grapes are more sweet than oranges. Are oranges less sweet than grapes?
87,grapes are more sweet than oranges. Are grapes more sweet than oranges?
87,grapes are more sweet than oranges. Are grapes less sweet than oranges?
87,grapes are less sweet than oranges. Are oranges more sweet than grapes?
87,grapes are less sweet than oranges. Are oranges less sweet than grapes?
87,grapes are less sweet than oranges. Are grapes more sweet than oranges?
87,grapes are less sweet than oranges. Are grapes less sweet than oranges?
89,shoes are taller than chairs. Are shoes taller than chairs?
89,shoes are taller than chairs. Are shoes shorter than chairs?
89,shoes are taller than chairs. Are chairs taller than shoes?
89,shoes are taller than chairs. Are chairs shorter than shoes?
89,shoes are shorter than chairs. Are shoes taller than chairs?
89,shoes are shorter than chairs. Are shoes shorter than chairs?
89,shoes are shorter than chairs. Are chairs taller than shoes?
89,shoes are shorter than chairs. Are chairs shorter than shoes?
89,chairs are taller than shoes. Are shoes taller than chairs?
89,chairs are taller than shoes. Are shoes shorter than chairs?
89,chairs are taller than shoes. Are chairs taller than shoes?
89,chairs are taller than shoes. Are chairs shorter than shoes?
89,chairs are shorter than shoes. Are shoes taller than chairs?
89,chairs are shorter than shoes. Are shoes shorter than chairs?
89,chairs are shorter than shoes. Are chairs taller than shoes?
89,chairs are shorter than shoes. Are chairs shorter than shoes?
91,walking is faster than running. Is walking faster than running?
91,walking is faster than running. Is walking slower than running?
91,walking is faster than running. Is running faster than walking?
91,walking is faster than running. Is running slower than walking?
91,walking is slower than running. Is walking faster than running?
91,walking is slower than running. Is walking slower than running?
91,walking is slower than running. Is running faster than walking?
91,walking is slower than running. Is running slower than walking?
91,running is faster than walking. Is walking faster than running?
91,running is faster than walking. Is walking slower than running?
91,running is faster than walking. Is running faster than walking?
91,running is faster than walking. Is running slower than walking?
91,running is slower than walking. Is walking faster than running?
91,running is slower than walking. Is walking slower than running?
91,running is slower than walking. Is running faster than walking?
91,running is slower than walking. Is running slower than walking?
93,walking is more fun than running. Is walking more fun than running?
93,walking is more fun than running. Is walking less fun than running?
93,walking is more fun than running. Is running more fun than walking?
93,walking is more fun than running. Is running less fun than walking?
93,walking is less fun than running. Is walking more fun than running?
93,walking is less fun than running. Is walking less fun than running?
93,walking is less fun than running. Is running more fun than walking?
93,walking is less fun than running. Is running less fun than walking?
93,running is more fun than walking. Is walking more fun than running?
93,running is more fun than walking. Is walking less fun than running?
93,running is more fun than walking. Is running more fun than walking?
93,running is more fun than walking. Is running less fun than walking?
93,running is less fun than walking. Is walking more fun than running?
93,running is less fun than walking. Is walking less fun than running?
93,running is less fun than walking. Is running more fun than walking?
93,running is less fun than walking. Is running less fun than walking?
95,cats can jump jump farther than frogs. Do cats can jump jump farther than frogs?
95,cats can jump jump farther than frogs. Do cats can jump jump less far than frogs?
95,cats can jump jump farther than frogs. Do frogs can jump jump farther than cats?
95,cats can jump jump farther than frogs. Do frogs can jump jump less far than cats?
95,cats can jump jump less far than frogs. Do cats can jump jump farther than frogs?
95,cats can jump jump less far than frogs. Do cats can jump jump less far than frogs?
95,cats can jump jump less far than frogs. Do frogs can jump jump farther than cats?
95,cats can jump jump less far than frogs. Do frogs can jump jump less far than cats?
95,frogs can jump jump farther than cats. Do cats can jump jump farther than frogs?
95,frogs can jump jump farther than cats. Do cats can jump jump less far than frogs?
95,frogs can jump jump farther than cats. Do frogs can jump jump farther than cats?
95,frogs can jump jump farther than cats. Do frogs can jump jump less far than cats?
95,frogs can jump jump less far than cats. Do cats can jump jump farther than frogs?
95,frogs can jump jump less far than cats. Do cats can jump jump less far than frogs?
95,frogs can jump jump less far than cats. Do frogs can jump jump farther than cats?
95,frogs can jump jump less far than cats. Do frogs can jump jump less far than cats?
97,humans fly fly faster than birds. Do humans fly fly faster than birds?
97,humans fly fly faster than birds. Do humans fly fly slower than birds?
97,humans fly fly faster than birds. Do birds fly fly faster than humans?
97,humans fly fly faster than birds. Do birds fly fly slower than humans?
97,humans fly fly slower than birds. Do humans fly fly faster than birds?
97,humans fly fly slower than birds. Do humans fly fly slower than birds?
97,humans fly fly slower than birds. Do birds fly fly faster than humans?
97,humans fly fly slower than birds. Do birds fly fly slower than humans?
97,birds fly fly faster than humans. Do humans fly fly faster than birds?
97,birds fly fly faster than humans. Do humans fly fly slower than birds?
97,birds fly fly faster than humans. Do birds fly fly faster than humans?
97,birds fly fly faster than humans. Do birds fly fly slower than humans?
97,birds fly fly slower than humans. Do humans fly fly faster than birds?
97,birds fly fly slower than humans. Do humans fly fly slower than birds?
97,birds fly fly slower than humans. Do birds fly fly faster than humans?
97,birds fly fly slower than humans. Do birds fly fly slower than humans?
99,bears are smaller than spiders. Are bears smaller than spiders?
99,bears are smaller than spiders. Are bears bigger than spiders?
99,bears are smaller than spiders. Are spiders smaller than bears?
99,bears are smaller than spiders. Are spiders bigger than bears?
99,bears are bigger than spiders. Are bears smaller than spiders?
99,bears are bigger than spiders. Are bears bigger than spiders?
99,bears are bigger than spiders. Are spiders smaller than bears?
99,bears are bigger than spiders. Are spiders bigger than bears?
99,spiders are smaller than bears. Are bears smaller than spiders?
99,spiders are smaller than bears. Are bears bigger than spiders?
99,spiders are smaller than bears. Are spiders smaller than bears?
99,spiders are smaller than bears. Are spiders bigger than bears?
99,spiders are bigger than bears. Are bears smaller than spiders?
99,spiders are bigger than bears. Are bears bigger than spiders?
99,spiders are bigger than bears. Are spiders smaller than bears?
99,spiders are bigger than bears. Are spiders bigger than bears?
101,goats have longer necks than giraffes. Do goats have longer necks than giraffes?
101,goats have longer necks than giraffes. Do goats have shorter necks than giraffes?
101,goats have longer necks than giraffes. Do giraffes have longer necks than goats?
101,goats have longer necks than giraffes. Do giraffes have shorter necks than goats?
101,goats have shorter necks than giraffes. Do goats have longer necks than giraffes?
101,goats have shorter necks than giraffes. Do goats have shorter necks than giraffes?
101,goats have shorter necks than giraffes. Do giraffes have longer necks than goats?
101,goats have shorter necks than giraffes. Do giraffes have shorter necks than goats?
101,giraffes have longer necks than goats. Do goats have longer necks than giraffes?
101,giraffes have longer necks than goats. Do goats have shorter necks than giraffes?
101,giraffes have longer necks than goats. Do giraffes have longer necks than goats?
101,giraffes have longer necks than goats. Do giraffes have shorter necks than goats?
101,giraffes have shorter necks than goats. Do goats have longer necks than giraffes?
101,giraffes have shorter necks than goats. Do goats have shorter necks than giraffes?
101,giraffes have shorter necks than goats. Do giraffes have longer necks than goats?
101,giraffes have shorter necks than goats. Do giraffes have shorter necks than goats?
103,worms are more scary than sharks. Are worms more scary than sharks?
103,worms are more scary than sharks. Are worms less scary than sharks?
103,worms are more scary than sharks. Are sharks more scary than worms?
103,worms are more scary than sharks. Are sharks less scary than worms?
103,worms are less scary than sharks. Are worms more scary than sharks?
103,worms are less scary than sharks. Are worms less scary than sharks?
103,worms are less scary than sharks. Are sharks more scary than worms?
103,worms are less scary than sharks. Are sharks less scary than worms?
103,sharks are more scary than worms. Are worms more scary than sharks?
103,sharks are more scary than worms. Are worms less scary than sharks?
103,sharks are more scary than worms. Are sharks more scary than worms?
103,sharks are more scary than worms. Are sharks less scary than worms?
103,sharks are less scary than worms. Are worms more scary than sharks?
103,sharks are less scary than worms. Are worms less scary than sharks?
103,sharks are less scary than worms. Are sharks more scary than worms?
103,sharks are less scary than worms. Are sharks less scary than worms?
105,shrubs are bigger than trees. Are shrubs bigger than trees?
105,shrubs are bigger than trees. Are shrubs smaller than trees?
105,shrubs are bigger than trees. Are trees bigger than shrubs?
105,shrubs are bigger than trees. Are trees smaller than shrubs?
105,shrubs are smaller than trees. Are shrubs bigger than trees?
105,shrubs are smaller than trees. Are shrubs smaller than trees?
105,shrubs are smaller than trees. Are trees bigger than shrubs?
105,shrubs are smaller than trees. Are trees smaller than shrubs?
105,trees are bigger than shrubs. Are shrubs bigger than trees?
105,trees are bigger than shrubs. Are shrubs smaller than trees?
105,trees are bigger than shrubs. Are trees bigger than shrubs?
105,trees are bigger than shrubs. Are trees smaller than shrubs?
105,trees are smaller than shrubs. Are shrubs bigger than trees?
105,trees are smaller than shrubs. Are shrubs smaller than trees?
105,trees are smaller than shrubs. Are trees bigger than shrubs?
105,trees are smaller than shrubs. Are trees smaller than shrubs?
107,airplanes are faster than rockets. Are airplanes faster than rockets?
107,airplanes are faster than rockets. Are airplanes slower than rockets?
107,airplanes are faster than rockets. Are rockets faster than airplanes?
107,airplanes are faster than rockets. Are rockets slower than airplanes?
107,airplanes are slower than rockets. Are airplanes faster than rockets?
107,airplanes are slower than rockets. Are airplanes slower than rockets?
107,airplanes are slower than rockets. Are rockets faster than airplanes?
107,airplanes are slower than rockets. Are rockets slower than airplanes?
107,rockets are faster than airplanes. Are airplanes faster than rockets?
107,rockets are faster than airplanes. Are airplanes slower than rockets?
107,rockets are faster than airplanes. Are rockets faster than airplanes?
107,rockets are faster than airplanes. Are rockets slower than airplanes?
107,rockets are slower than airplanes. Are airplanes faster than rockets?
107,rockets are slower than airplanes. Are airplanes slower than rockets?
107,rockets are slower than airplanes. Are rockets faster than airplanes?
107,rockets are slower than airplanes. Are rockets slower than airplanes?
109,lemons are sweeter than tomatoes. Are lemons sweeter than tomatoes?
109,lemons are sweeter than tomatoes. Are lemons less sweet than tomatoes?
109,lemons are sweeter than tomatoes. Are tomatoes sweeter than lemons?
109,lemons are sweeter than tomatoes. Are tomatoes less sweet than lemons?
109,lemons are less sweet than tomatoes. Are lemons sweeter than tomatoes?
109,lemons are less sweet than tomatoes. Are lemons less sweet than tomatoes?
109,lemons are less sweet than tomatoes. Are tomatoes sweeter than lemons?
109,lemons are less sweet than tomatoes. Are tomatoes less sweet than lemons?
109,tomatoes are sweeter than lemons. Are lemons sweeter than tomatoes?
109,tomatoes are sweeter than lemons. Are lemons less sweet than tomatoes?
109,tomatoes are sweeter than lemons. Are tomatoes sweeter than lemons?
109,tomatoes are sweeter than lemons. Are tomatoes less sweet than lemons?
109,tomatoes are less sweet than lemons. Are lemons sweeter than tomatoes?
109,tomatoes are less sweet than lemons. Are lemons less sweet than tomatoes?
109,tomatoes are less sweet than lemons. Are tomatoes sweeter than lemons?
109,tomatoes are less sweet than lemons. Are tomatoes less sweet than lemons?
111,mice can run run faster than cheetahs. Do mice can run run faster than cheetahs?
111,mice can run run faster than cheetahs. Do mice can run run slower than cheetahs?
111,mice can run run faster than cheetahs. Do cheetahs can run run faster than mice?
111,mice can run run faster than cheetahs. Do cheetahs can run run slower than mice?
111,mice can run run slower than cheetahs. Do mice can run run faster than cheetahs?
111,mice can run run slower than cheetahs. Do mice can run run slower than cheetahs?
111,mice can run run slower than cheetahs. Do cheetahs can run run faster than mice?
111,mice can run run slower than cheetahs. Do cheetahs can run run slower than mice?
111,cheetahs can run run faster than mice. Do mice can run run faster than cheetahs?
111,cheetahs can run run faster than mice. Do mice can run run slower than cheetahs?
111,cheetahs can run run faster than mice. Do cheetahs can run run faster than mice?
111,cheetahs can run run faster than mice. Do cheetahs can run run slower than mice?
111,cheetahs can run run slower than mice. Do mice can run run faster than cheetahs?
111,cheetahs can run run slower than mice. Do mice can run run slower than cheetahs?
111,cheetahs can run run slower than mice. Do cheetahs can run run faster than mice?
111,cheetahs can run run slower than mice. Do cheetahs can run run slower than mice?
113,giraffes are fatter than penguins. Are giraffes fatter than penguins?
113,giraffes are fatter than penguins. Are giraffes skinnier than penguins?
113,giraffes are fatter than penguins. Are penguins fatter than giraffes?
113,giraffes are fatter than penguins. Are penguins skinnier than giraffes?
113,giraffes are skinnier than penguins. Are giraffes fatter than penguins?
113,giraffes are skinnier than penguins. Are giraffes skinnier than penguins?
113,giraffes are skinnier than penguins. Are penguins fatter than giraffes?
113,giraffes are skinnier than penguins. Are penguins skinnier than giraffes?
113,penguins are fatter than giraffes. Are giraffes fatter than penguins?
113,penguins are fatter than giraffes. Are giraffes skinnier than penguins?
113,penguins are fatter than giraffes. Are penguins fatter than giraffes?
113,penguins are fatter than giraffes. Are penguins skinnier than giraffes?
113,penguins are skinnier than giraffes. Are giraffes fatter than penguins?
113,penguins are skinnier than giraffes. Are giraffes skinnier than penguins?
113,penguins are skinnier than giraffes. Are penguins fatter than giraffes?
113,penguins are skinnier than giraffes. Are penguins skinnier than giraffes?
115,fish are more loyal than dogs. Are fish more loyal than dogs?
115,fish are more loyal than dogs. Are fish less loyal than dogs?
115,fish are more loyal than dogs. Are dogs more loyal than fish?
115,fish are more loyal than dogs. Are dogs less loyal than fish?
115,fish are less loyal than dogs. Are fish more loyal than dogs?
115,fish are less loyal than dogs. Are fish less loyal than dogs?
115,fish are less loyal than dogs. Are dogs more loyal than fish?
115,fish are less loyal than dogs. Are dogs less loyal than fish?
115,dogs are more loyal than fish. Are fish more loyal than dogs?
115,dogs are more loyal than fish. Are fish less loyal than dogs?
115,dogs are more loyal than fish. Are dogs more loyal than fish?
115,dogs are more loyal than fish. Are dogs less loyal than fish?
115,dogs are less loyal than fish. Are fish more loyal than dogs?
115,dogs are less loyal than fish. Are fish less loyal than dogs?
115,dogs are less loyal than fish. Are dogs more loyal than fish?
115,dogs are less loyal than fish. Are dogs less loyal than fish?
117,birds are more dangerous than bees. Are birds more dangerous than bees?
117,birds are more dangerous than bees. Are birds less dangerous than bees?
117,birds are more dangerous than bees. Are bees more dangerous than birds?
117,birds are more dangerous than bees. Are bees less dangerous than birds?
117,birds are less dangerous than bees. Are birds more dangerous than bees?
117,birds are less dangerous than bees. Are birds less dangerous than bees?
117,birds are less dangerous than bees. Are bees more dangerous than birds?
117,birds are less dangerous than bees. Are bees less dangerous than birds?
117,bees are more dangerous than birds. Are birds more dangerous than bees?
117,bees are more dangerous than birds. Are birds less dangerous than bees?
117,bees are more dangerous than birds. Are bees more dangerous than birds?
117,bees are more dangerous than birds. Are bees less dangerous than birds?
117,bees are less dangerous than birds. Are birds more dangerous than bees?
117,bees are less dangerous than birds. Are birds less dangerous than bees?
117,bees are less dangerous than birds. Are bees more dangerous than birds?
117,bees are less dangerous than birds. Are bees less dangerous than birds?
119,caterpillars are stronger than ants. Are caterpillars stronger than ants?
119,caterpillars are stronger than ants. Are caterpillars weaker than ants?
119,caterpillars are stronger than ants. Are ants stronger than caterpillars?
119,caterpillars are stronger than ants. Are ants weaker than caterpillars?
119,caterpillars are weaker than ants. Are caterpillars stronger than ants?
119,caterpillars are weaker than ants. Are caterpillars weaker than ants?
119,caterpillars are weaker than ants. Are ants stronger than caterpillars?
119,caterpillars are weaker than ants. Are ants weaker than caterpillars?
119,ants are stronger than caterpillars. Are caterpillars stronger than ants?
119,ants are stronger than caterpillars. Are caterpillars weaker than ants?
119,ants are stronger than caterpillars. Are ants stronger than caterpillars?
119,ants are stronger than caterpillars. Are ants weaker than caterpillars?
119,ants are weaker than caterpillars. Are caterpillars stronger than ants?
119,ants are weaker than caterpillars. Are caterpillars weaker than ants?
119,ants are weaker than caterpillars. Are ants stronger than caterpillars?
119,ants are weaker than caterpillars. Are ants weaker than caterpillars?
121,wolves are more dangerous than lions. Are wolves more dangerous than lions?
121,wolves are more dangerous than lions. Are wolves less dangerous than lions?
121,wolves are more dangerous than lions. Are lions more dangerous than wolves?
121,wolves are more dangerous than lions. Are lions less dangerous than wolves?
121,wolves are less dangerous than lions. Are wolves more dangerous than lions?
121,wolves are less dangerous than lions. Are wolves less dangerous than lions?
121,wolves are less dangerous than lions. Are lions more dangerous than wolves?
121,wolves are less dangerous than lions. Are lions less dangerous than wolves?
121,lions are more dangerous than wolves. Are wolves more dangerous than lions?
121,lions are more dangerous than wolves. Are wolves less dangerous than lions?
121,lions are more dangerous than wolves. Are lions more dangerous than wolves?
121,lions are more dangerous than wolves. Are lions less dangerous than wolves?
121,lions are less dangerous than wolves. Are wolves more dangerous than lions?
121,lions are less dangerous than wolves. Are wolves less dangerous than lions?
121,lions are less dangerous than wolves. Are lions more dangerous than wolves?
121,lions are less dangerous than wolves. Are lions less dangerous than wolves?
123,ants are taller than people. Are ants taller than people?
123,ants are taller than people. Are ants shorter than people?
123,ants are taller than people. Are people taller than ants?
123,ants are taller than people. Are people shorter than ants?
123,ants are shorter than people. Are ants taller than people?
123,ants are shorter than people. Are ants shorter than people?
123,ants are shorter than people. Are people taller than ants?
123,ants are shorter than people. Are people shorter than ants?
123,people are taller than ants. Are ants taller than people?
123,people are taller than ants. Are ants shorter than people?
123,people are taller than ants. Are people taller than ants?
123,people are taller than ants. Are people shorter than ants?
123,people are shorter than ants. Are ants taller than people?
123,people are shorter than ants. Are ants shorter than people?
123,people are shorter than ants. Are people taller than ants?
123,people are shorter than ants. Are people shorter than ants?
125,fish are more beautiful than butterflies. Are fish more beautiful than butterflies?
125,fish are more beautiful than butterflies. Are fish less beautiful than butterflies?
125,fish are more beautiful than butterflies. Are butterflies more beautiful than fish?
125,fish are more beautiful than butterflies. Are butterflies less beautiful than fish?
125,fish are less beautiful than butterflies. Are fish more beautiful than butterflies?
125,fish are less beautiful than butterflies. Are fish less beautiful than butterflies?
125,fish are less beautiful than butterflies. Are butterflies more beautiful than fish?
125,fish are less beautiful than butterflies. Are butterflies less beautiful than fish?
125,butterflies are more beautiful than fish. Are fish more beautiful than butterflies?
125,butterflies are more beautiful than fish. Are fish less beautiful than butterflies?
125,butterflies are more beautiful than fish. Are butterflies more beautiful than fish?
125,butterflies are more beautiful than fish. Are butterflies less beautiful than fish?
125,butterflies are less beautiful than fish. Are fish more beautiful than butterflies?
125,butterflies are less beautiful than fish. Are fish less beautiful than butterflies?
125,butterflies are less beautiful than fish. Are butterflies more beautiful than fish?
125,butterflies are less beautiful than fish. Are butterflies less beautiful than fish?
127,cats are stronger than dogs. Are cats stronger than dogs?
127,cats are stronger than dogs. Are cats weaker than dogs?
127,cats are stronger than dogs. Are dogs stronger than cats?
127,cats are stronger than dogs. Are dogs weaker than cats?
127,cats are weaker than dogs. Are cats stronger than dogs?
127,cats are weaker than dogs. Are cats weaker than dogs?
127,cats are weaker than dogs. Are dogs stronger than cats?
127,cats are weaker than dogs. Are dogs weaker than cats?
127,dogs are stronger than cats. Are cats stronger than dogs?
127,dogs are stronger than cats. Are cats weaker than dogs?
127,dogs are stronger than cats. Are dogs stronger than cats?
127,dogs are stronger than cats. Are dogs weaker than cats?
127,dogs are weaker than cats. Are cats stronger than dogs?
127,dogs are weaker than cats. Are cats weaker than dogs?
127,dogs are weaker than cats. Are dogs stronger than cats?
127,dogs are weaker than cats. Are dogs weaker than cats?
129,insects are stronger than gorillas. Are insects stronger than gorillas?
129,insects are stronger than gorillas. Are insects weaker than gorillas?
129,insects are stronger than gorillas. Is gorillas stronger than insects?
129,insects are stronger than gorillas. Is gorillas weaker than insects?
129,insects are weaker than gorillas. Are insects stronger than gorillas?
129,insects are weaker than gorillas. Are insects weaker than gorillas?
129,insects are weaker than gorillas. Is gorillas stronger than insects?
129,insects are weaker than gorillas. Is gorillas weaker than insects?
129,gorillas are stronger than insects. Are insects stronger than gorillas?
129,gorillas are stronger than insects. Are insects weaker than gorillas?
129,gorillas are stronger than insects. Is gorillas stronger than insects?
129,gorillas are stronger than insects. Is gorillas weaker than insects?
129,gorillas are weaker than insects. Are insects stronger than gorillas?
129,gorillas are weaker than insects. Are insects weaker than gorillas?
129,gorillas are weaker than insects. Is gorillas stronger than insects?
129,gorillas are weaker than insects. Is gorillas weaker than insects?
131,night is hotter than day. Is night hotter than day?
131,night is hotter than day. Is night colder than day?
